128,https://en.wikipedia.org/wiki/Electronic_voting,Electronic voting,3092
129,https://en.wikipedia.org/wiki/OCLC_(identifier),OCLC,1162
130,https://en.wikipedia.org/wiki/Electronic_design_automation,Electronic design automation,587
131,https://en.wikipedia.org/wiki/Data_model,Data model,2111
132,https://en.wikipedia.org/wiki/Category:Articles_with_NKC_identifiers,Category:Articles with NKC identifiers,13
133,https://en.wikipedia.org/wiki/Social_computing,Social computing,1508
134,https://en.wikipedia.org/wiki/Civil_engineering,Civil engineering,1909
135,https://en.wikipedia.org/wiki/Timeline_of_computing_2000%E2%80%932009,Timeline of computing 2000–2009,14
136,https://en.wikipedia.org/wiki/Social_software_engineering,Social software engineering,231
137,https://en.wikipedia.org/wiki/Cambridge_Computer_Lab,"Department of Computer Science and Technology, University of Cambridge",366
138,https://en.wikipedia.org/wiki/Kolmogorov_complexity,Kolmogorov complexity,2964
139,https://en.wikipedia.org/wiki/Software_testing,Software testing,4179
140,https://en.wikipedia.org/wiki/Glossary_of_computer_hardware_terms,Glossary of computer hardware terms,65
141,https://en.wikipedia.org/wiki/Computer_system,Computer,5108
142,https://en.wikipedia.org/wiki/History_of_the_World_Wide_Web,History of the World Wide Web,3292
143,https://en.wikipedia.org/wiki/Aspect-oriented_programming,Aspect-oriented programming,1388
144,https://en.wikipedia.org/wiki/Computer_graphics,Computer graphics,4138
145,https://en.wikipedia.org/wiki/Category:Webarchive_template_wayback_links,Category:Webarchive template wayback links,14
146,https://en.wikipedia.org/wiki/History_of_computing,History of computing,2085
147,https://en.wikipedia.org/wiki/Wikipedia:Wikimedia_sister_projects,Wikipedia:Wikimedia sister projects,463
148,https://en.wikipedia.org/wiki/Category:Articles_with_HDS_identifiers,Category:Articles with HDS identifiers,13
149,https://en.wikipedia.org/wiki/History_of_computer_science,History of computer science,1993
150,https://en.wikipedia.org/wiki/Axiomatic_system,Axiomatic system,859
151,https://en.wikipedia.org/wiki/History_of_free_and_open-source_software,History of free and open-source software,3899
152,https://en.wikipedia.org/wiki/History_of_computer_hardware_in_Yugoslavia,History of computer hardware in Yugoslavia,663
153,https://en.wikipedia.org/wiki/Association_for_Computing_Machinery,Association for Computing Machinery,1230
154,https://en.wikipedia.org/wiki/Computational_logic,Computational logic,151
155,https://en.wikipedia.org/wiki/History_of_software,History of software,1604
156,https://en.wikipedia.org/wiki/Epistemology,Epistemology,4724
157,https://en.wikipedia.org/wiki/Information_retrieval,Information retrieval,483
158,https://en.wikipedia.org/wiki/Enterprise_information_system,Enterprise information system,222
159,https://en.wikipedia.org/wiki/Goto,Goto,2126
160,https://en.wikipedia.org/wiki/Cyberwarfare,Cyberwarfare,5789
161,https://en.wikipedia.org/wiki/ISSN_(identifier),ISSN,708
162,https://en.wikipedia.org/wiki/Glossary_of_aerospace_engineering,Glossary of aerospace engineering,29
163,https://en.wikipedia.org/wiki/Microcontroller,Microcontroller,2291
164,https://en.wikipedia.org/wiki/Category:Wikipedia_indefinitely_move-protected_pages,Category:Wikipedia indefinitely move-protected pages,40
165,https://en.wikipedia.org/wiki/Essential_systems_analysis,Essential systems analysis,91
166,https://en.wikipedia.org/wiki/Compatibility_layer,Compatibility layer,157
167,https://en.wikipedia.org/wiki/Backward_compatibility,Backward compatibility,753
168,https://en.wikipedia.org/wiki/Charles_Babbage:_Pioneer_of_the_Computer,Charles Babbage: Pioneer of the Computer,47
169,https://en.wikipedia.org/wiki/List_of_computer_scientists,List of computer scientists,48
170,https://en.wikipedia.org/wiki/Enterprise_unified_process,Enterprise unified process,108
171,https://en.wikipedia.org/wiki/Concurrent_computing,Concurrent computing,786
172,https://en.wikipedia.org/wiki/Mozilla_Foundation,Mozilla Foundation,666
173,https://en.wikipedia.org/wiki/Programming_language_theory,Programming language theory,432
174,https://en.wikipedia.org/wiki/Extreme_programming,Extreme programming,1841
175,https://en.wikipedia.org/wiki/Computational_statistics,Computational statistics,496
176,https://en.wikipedia.org/wiki/Communications_of_the_ACM,Communications of the ACM,126
